"","PANC1.WT.Rep1","PANC1.WT.Rep2","PANC1.WT.Rep3","PANC1.FOXA2KO.Rep1","PANC1.FOXA2KO.Rep2","PANC1.FOXA2KO.Rep3"
"ENSG00000188976.10",10.1038920034743,11.9591688713498,12.0789816707545,12.3171821832485,12.1546447695061,11.5132182855415
"ENSG00000187583.10",7.82255262037406,8.30340707548437,8.83359166874513,8.23695482561855,8.44635455511991,8.75681392944971
"ENSG00000187608.8",10.9644375996001,11.4844427410623,11.4526754797013,11.5623520244577,11.3939612372658,11.201862148422
"ENSG00000188157.14",7.36851023327398,7.51979297492068,7.76981506100115,7.41886737877048,7.74601939919979,7.43770576904897
"ENSG00000131591.17",9.62017264638435,9.84483840216741,9.85711110027808,9.90344876627861,10.0404485729783,10.0201073681368
"ENSG00000078808.16",8.16739575726716,8.25123521556632,8.71490927326716,8.20690983174127,8.57060487425506,7.9045425209707
"ENSG00000176022.4",8.03437453513087,8.3488012519845,7.84312701452016,8.05215957646597,7.89114277923392,7.68656535246271
"ENSG00000184163.3",9.29473168261365,10.4265420052685,8.25936481624639,10.2001455214413,10.1098901386474,7.92748040464254
"ENSG00000160087.20",8.26071227921595,9.13063533177269,9.29423527323596,9.25391936873812,10.0195487744394,8.68122490557987
"ENSG00000169972.11",9.92883931875613,10.1298417617895,10.1070137736688,10.2001455214413,10.1612259311751,10.0699249666679
"ENSG00000127054.20",11.8399875678685,11.4867008820993,11.6228078297054,11.5921992203315,11.5151635926558,11.7096156489154
"ENSG00000224051.6",8.51946755291078,9.14214125474989,8.90666473933857,9.02050964558424,9.04551857627676,8.27021005508578
"ENSG00000107404.19",7.44279370041718,7.5460138723881,7.53187995879032,7.4012871650694,7.67142253145545,7.79031199088853
"ENSG00000162576.16",8.67241808221251,8.91618794230127,7.78849522078229,8.61419030782225,8.98827670627557,8.1679750947235
"ENSG00000175756.13",12.6399263568566,12.7650342355894,12.8067907050255,12.9081771060072,12.7488861289441,12.6781410599398
"ENSG00000221978.11",8.57997526547989,8.54358227253047,8.55317527725202,8.4095664810794,8.38231241488572,9.35179863048728
